Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;996;-;-;996;-;-
Wählende;470;47,2 %;-;470;47,2 %;-
Ungültige Stimmen;6;1,3 %;-;2;0,4 %;-
Gültige Stimmen;464;98,7 %;-;468;99,6 %;-
SPD;141;30,4 %;-;129;27,6 %;-
AfD;189;40,7 %;-;180;38,5 %;-
CDU;61;13,1 %;-;54;11,5 %;-
GRÜNE/B 90;0;0,0 %;-;4;0,9 %;-
DIE LINKE;37;8,0 %;-;21;4,5 %;-
BVB / FREIE WÄHLER;32;6,9 %;-;10;2,1 %;-
FDP;3;0,6 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;8;1,7 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;57;12,2 %;-
III. Weg;1;0,2 %;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
