Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;532;-;-;532;-;-
Ungültige Stimmen;8;1,5 %;-;3;0,6 %;-
Gültige Stimmen;524;98,5 %;-;529;99,4 %;-
SPD;123;23,5 %;-;143;27,0 %;-
AfD;138;26,3 %;-;125;23,6 %;-
CDU;125;23,9 %;-;105;19,8 %;-
GRÜNE/B 90;13;2,5 %;-;6;1,1 %;-
DIE LINKE;35;6,7 %;-;14;2,6 %;-
BVB / FREIE WÄHLER;45;8,6 %;-;3;0,6 %;-
FDP;9;1,7 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;11;2,1 %;-
Plus;3;0,6 %;-;2;0,4 %;-
BSW;-;-;-;108;20,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;6;1,1 %;-
EB Gliese;33;6,3 %;-;-;-;-
