Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.090;-;-;1.090;-;-
Wählende;450;41,3 %;-;450;41,3 %;-
Ungültige Stimmen;3;0,7 %;-;3;0,7 %;-
Gültige Stimmen;447;99,3 %;-;447;99,3 %;-
SPD;114;25,5 %;-;159;35,6 %;-
AfD;120;26,8 %;-;112;25,1 %;-
CDU;53;11,9 %;-;42;9,4 %;-
GRÜNE/B 90;12;2,7 %;-;25;5,6 %;-
DIE LINKE;22;4,9 %;-;10;2,2 %;-
BVB / FREIE WÄHLER;117;26,2 %;-;27;6,0 %;-
FDP;5;1,1 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;7;1,6 %;-
Plus;-;-;-;5;1,1 %;-
BSW;-;-;-;54;12,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;2;0,4 %;-;-;-;-
EB Link;2;0,4 %;-;-;-;-
