Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;732;-;-;732;-;-
Wählende;444;60,7 %;-;444;60,7 %;-
Ungültige Stimmen;3;0,7 %;-;3;0,7 %;-
Gültige Stimmen;441;99,3 %;-;441;99,3 %;-
SPD;116;26,3 %;-;102;23,1 %;-
AfD;215;48,8 %;-;197;44,7 %;-
CDU;66;15,0 %;-;58;13,2 %;-
GRÜNE/B 90;3;0,7 %;-;3;0,7 %;-
DIE LINKE;10;2,3 %;-;6;1,4 %;-
BVB / FREIE WÄHLER;27;6,1 %;-;15;3,4 %;-
FDP;4;0,9 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;7;1,6 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;46;10,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;1;0,2 %;-
