Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;739;-;-;739;-;-
Wählende;431;58,3 %;+56;431;58,3 %;+56
Ungültige Stimmen;3;0,7 %;-06;5;1,2 %;+04
Gültige Stimmen;428;99,3 %;+06;426;98,8 %;-04
SPD;131;30,6 %;+155;122;28,6 %;+104
AfD;188;43,9 %;+79;178;41,8 %;+62
CDU;52;12,1 %;-38;44;10,3 %;-31
GRÜNE/B 90;6;1,4 %;-68;11;2,6 %;-72
DIE LINKE;10;2,3 %;-101;8;1,9 %;-84
BVB / FREIE WÄHLER;18;4,2 %;-19;5;1,2 %;-07
FDP;11;2,6 %;-35;10;2,3 %;-42
Tierschutzpartei;-;-;-;10;2,3 %;-03
Plus;5;1,2 %;+12;2;0,5 %;-08
BSW;-;-;-;32;7,5 %;+75
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,2 %;+02
DLW;7;1,6 %;+16;1;0,2 %;+02
WU;-;-;-;2;0,5 %;+05
