Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;692;-;-;692;-;-
Ungültige Stimmen;10;1,4 %;-;8;1,2 %;-
Gültige Stimmen;682;98,6 %;-;684;98,8 %;-
SPD;195;28,6 %;-;175;25,6 %;-
AfD;167;24,5 %;-;143;20,9 %;-
CDU;155;22,7 %;-;125;18,3 %;-
GRÜNE/B 90;20;2,9 %;-;28;4,1 %;-
DIE LINKE;46;6,7 %;-;17;2,5 %;-
BVB / FREIE WÄHLER;55;8,1 %;-;28;4,1 %;-
FDP;16;2,3 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;18;2,6 %;-
Plus;-;-;-;8;1,2 %;-
BSW;-;-;-;122;17,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;28;4,1 %;-;13;1,9 %;-
WU;-;-;-;2;0,3 %;-
