Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;580;-;-;580;-;-
Wählende;321;55,3 %;+71;321;55,3 %;+71
Ungültige Stimmen;2;0,6 %;+02;3;0,9 %;+05
Gültige Stimmen;319;99,4 %;-02;318;99,1 %;-05
SPD;88;27,6 %;+72;65;20,4 %;-62
AfD;135;42,3 %;+243;120;37,7 %;+177
CDU;50;15,7 %;-177;36;11,3 %;-110
GRÜNE/B 90;7;2,2 %;-80;11;3,5 %;-60
DIE LINKE;11;3,4 %;-48;6;1,9 %;-83
BVB / FREIE WÄHLER;22;6,9 %;+49;18;5,7 %;+21
FDP;3;0,9 %;-45;2;0,6 %;-45
Tierschutzpartei;-;-;-;3;0,9 %;-10
Plus;-;-;-08;3;0,9 %;+02
BSW;-;-;-;53;16,7 %;+167
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;3;0,9 %;+09;1;0,3 %;+03
WU;-;-;-;0;0,0 %;00
