Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;386;-;-;386;-;-
Wählende;197;51,0 %;-;197;51,0 %;-
Ungültige Stimmen;3;1,5 %;-;1;0,5 %;-
Gültige Stimmen;194;98,5 %;-;196;99,5 %;-
SPD;72;37,1 %;-;68;34,7 %;-
AfD;66;34,0 %;-;73;37,2 %;-
CDU;30;15,5 %;-;26;13,3 %;-
GRÜNE/B 90;0;0,0 %;-;3;1,5 %;-
DIE LINKE;12;6,2 %;-;11;5,6 %;-
BVB / FREIE WÄHLER;9;4,6 %;-;3;1,5 %;-
FDP;1;0,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;12;6,1 %;-
III. Weg;4;2,1 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
