Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;455;-;-;455;-;-
Ungültige Stimmen;3;0,7 %;-;0;0,0 %;-
Gültige Stimmen;452;99,3 %;-;455;100,0 %;-
SPD;173;38,3 %;-;183;40,2 %;-
AfD;27;6,0 %;-;24;5,3 %;-
CDU;67;14,8 %;-;71;15,6 %;-
GRÜNE/B 90;115;25,4 %;-;80;17,6 %;-
DIE LINKE;31;6,9 %;-;21;4,6 %;-
BVB / FREIE WÄHLER;12;2,7 %;-;6;1,3 %;-
FDP;16;3,5 %;-;13;2,9 %;-
Tierschutzpartei;11;2,4 %;-;9;2,0 %;-
Plus;-;-;-;8;1,8 %;-
BSW;-;-;-;39;8,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
