Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.034;-;-;1.034;-;-
Wählende;503;48,6 %;-;503.0;48,6 %;-
Ungültige Stimmen;14;2,8 %;-;9.0;1,8 %;-
Gültige Stimmen;489;97,2 %;-;494.0;98,2 %;-
SPD;158;32,3 %;-;153.0;31,0 %;-
AfD;198;40,5 %;-;179.0;36,2 %;-
CDU;62;12,7 %;-;48.0;9,7 %;-
GRÜNE/B 90;10;2,0 %;-;16.0;3,2 %;-
DIE LINKE;20;4,1 %;-;12.0;2,4 %;-
BVB / FREIE WÄHLER;33;6,7 %;-;9.0;1,8 %;-
FDP;8;1,6 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;10.0;2,0 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;61.0;12,3 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
