Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;690;-;-;690;-;-
Wählende;329;47,7 %;-;329;47,7 %;-
Ungültige Stimmen;1;0,3 %;-;3;0,9 %;-
Gültige Stimmen;328;99,7 %;-;326;99,1 %;-
SPD;98;29,9 %;-;100;30,7 %;-
AfD;159;48,5 %;-;144;44,2 %;-
CDU;36;11,0 %;-;17;5,2 %;-
GRÜNE/B 90;1;0,3 %;-;4;1,2 %;-
DIE LINKE;10;3,0 %;-;11;3,4 %;-
BVB / FREIE WÄHLER;22;6,7 %;-;5;1,5 %;-
FDP;2;0,6 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;13;4,0 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;29;8,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
