Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;105;-;-;105;-;-
Wählende;71;67,6 %;-;71;67,6 %;-
Ungültige Stimmen;4;5,6 %;-;2;2,8 %;-
Gültige Stimmen;67;94,4 %;-;69;97,2 %;-
SPD;12;17,9 %;-;12;17,4 %;-
AfD;34;50,7 %;-;27;39,1 %;-
CDU;10;14,9 %;-;7;10,1 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;2;3,0 %;-;1;1,4 %;-
BVB / FREIE WÄHLER;8;11,9 %;-;6;8,7 %;-
FDP;1;1,5 %;-;1;1,4 %;-
Tierschutzpartei;-;-;-;2;2,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;10;14,5 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;4,3 %;-
WU;-;-;-;0;0,0 %;-
