Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.145;-;-;1.145;-;-
Wählende;521;45,5 %;-;521;45,5 %;-
Ungültige Stimmen;10;1,9 %;-;6;1,2 %;-
Gültige Stimmen;511;98,1 %;-;515;98,8 %;-
SPD;154;30,1 %;-;144;28,0 %;-
AfD;200;39,1 %;-;177;34,4 %;-
CDU;53;10,4 %;-;42;8,2 %;-
GRÜNE/B 90;9;1,8 %;-;12;2,3 %;-
DIE LINKE;51;10,0 %;-;29;5,6 %;-
BVB / FREIE WÄHLER;26;5,1 %;-;9;1,7 %;-
FDP;16;3,1 %;-;5;1,0 %;-
Tierschutzpartei;-;-;-;21;4,1 %;-
Plus;-;-;-;4;0,8 %;-
BSW;-;-;-;67;13,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;2;0,4 %;-
dieBasis;2;0,4 %;-;-;-;-
