Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;957;-;-;957;-;-
Wählende;441;46,1 %;-;441;46,1 %;-
Ungültige Stimmen;5;1,1 %;-;5;1,1 %;-
Gültige Stimmen;436;98,9 %;-;436;98,9 %;-
SPD;169;38,8 %;-;159;36,5 %;-
AfD;172;39,4 %;-;157;36,0 %;-
CDU;33;7,6 %;-;24;5,5 %;-
GRÜNE/B 90;3;0,7 %;-;4;0,9 %;-
DIE LINKE;20;4,6 %;-;7;1,6 %;-
BVB / FREIE WÄHLER;13;3,0 %;-;4;0,9 %;-
FDP;2;0,5 %;-;1;0,2 %;-
Tierschutzpartei;16;3,7 %;-;8;1,8 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;57;13,1 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;1;0,2 %;-
DLW;8;1,8 %;-;8;1,8 %;-
WU;-;-;-;1;0,2 %;-
