Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;927;-;-;927;-;-
Ungültige Stimmen;17;1,8 %;+09;7;0,8 %;+02
Gültige Stimmen;910;98,2 %;-09;920;99,2 %;-02
SPD;239;26,3 %;+14;272;29,6 %;+27
AfD;230;25,3 %;+63;197;21,4 %;+25
CDU;199;21,9 %;-15;136;14,8 %;-52
GRÜNE/B 90;41;4,5 %;-59;41;4,5 %;-51
DIE LINKE;44;4,8 %;-65;13;1,4 %;-100
BVB / FREIE WÄHLER;128;14,1 %;+49;41;4,5 %;-15
FDP;10;1,1 %;-07;10;1,1 %;-12
Tierschutzpartei;-;-;-;24;2,6 %;-08
Plus;19;2,1 %;+21;11;1,2 %;-01
BSW;-;-;-;157;17,1 %;+171
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;15;1,6 %;+16
WU;-;-;-;3;0,3 %;+03
