Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;165;-;-;165;-;-
Wählende;92;55,8 %;-;92;55,8 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;92;100,0 %;-;92;100,0 %;-
SPD;17;18,5 %;-;19;20,7 %;-
AfD;53;57,6 %;-;53;57,6 %;-
CDU;6;6,5 %;-;2;2,2 %;-
GRÜNE/B 90;2;2,2 %;-;3;3,3 %;-
DIE LINKE;3;3,3 %;-;2;2,2 %;-
BVB / FREIE WÄHLER;6;6,5 %;-;4;4,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;6;6,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;5;5,4 %;-;1;1,1 %;-
WU;-;-;-;0;0,0 %;-
