Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.076;-;-;1.076;-;-
Wählende;606;56,3 %;-;606.0;56,3 %;-
Ungültige Stimmen;2;0,3 %;-;1.0;0,2 %;-
Gültige Stimmen;604;99,7 %;-;605.0;99,8 %;-
SPD;268;44,4 %;-;245.0;40,5 %;-
AfD;83;13,7 %;-;84.0;13,9 %;-
CDU;145;24,0 %;-;118.0;19,5 %;-
GRÜNE/B 90;64;10,6 %;-;87.0;14,4 %;-
DIE LINKE;13;2,2 %;-;10.0;1,7 %;-
BVB / FREIE WÄHLER;11;1,8 %;-;5.0;0,8 %;-
FDP;15;2,5 %;-;14.0;2,3 %;-
Tierschutzpartei;-;-;-;10.0;1,7 %;-
Plus;5;0,8 %;-;3.0;0,5 %;-
BSW;-;-;-;26.0;4,3 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;3.0;0,5 %;-
