Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.185;-;-;1.185;-;-
Wählende;582;49,1 %;-;582.0;49,1 %;-
Ungültige Stimmen;3;0,5 %;-;3.0;0,5 %;-
Gültige Stimmen;579;99,5 %;-;579.0;99,5 %;-
SPD;179;30,9 %;-;233.0;40,2 %;-
AfD;49;8,5 %;-;50.0;8,6 %;-
CDU;39;6,7 %;-;38.0;6,6 %;-
GRÜNE/B 90;224;38,7 %;-;119.0;20,6 %;-
DIE LINKE;61;10,5 %;-;70.0;12,1 %;-
BVB / FREIE WÄHLER;16;2,8 %;-;6.0;1,0 %;-
FDP;3;0,5 %;-;1.0;0,2 %;-
Tierschutzpartei;8;1,4 %;-;6.0;1,0 %;-
Plus;-;-;-;10.0;1,7 %;-
BSW;-;-;-;41.0;7,1 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;2.0;0,3 %;-
DLW;-;-;-;2.0;0,3 %;-
WU;-;-;-;0.0;0,0 %;-
