Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;704;-;-;704;-;-
Wählende;267;37,9 %;-;267;37,9 %;-
Ungültige Stimmen;6;2,2 %;-;2;0,7 %;-
Gültige Stimmen;261;97,8 %;-;265;99,3 %;-
SPD;99;37,9 %;-;80;30,2 %;-
AfD;107;41,0 %;-;101;38,1 %;-
CDU;19;7,3 %;-;15;5,7 %;-
GRÜNE/B 90;2;0,8 %;-;1;0,4 %;-
DIE LINKE;13;5,0 %;-;9;3,4 %;-
BVB / FREIE WÄHLER;16;6,1 %;-;7;2,6 %;-
FDP;4;1,5 %;-;4;1,5 %;-
Tierschutzpartei;-;-;-;9;3,4 %;-
Plus;-;-;-;3;1,1 %;-
BSW;-;-;-;35;13,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,4 %;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
