Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;612;-;-;612;-;-
Wählende;297;48,5 %;-;297;48,5 %;-
Ungültige Stimmen;4;1,3 %;-;4;1,3 %;-
Gültige Stimmen;293;98,7 %;-;293;98,7 %;-
SPD;90;30,7 %;-;96;32,8 %;-
AfD;121;41,3 %;-;115;39,2 %;-
CDU;24;8,2 %;-;24;8,2 %;-
GRÜNE/B 90;2;0,7 %;-;3;1,0 %;-
DIE LINKE;8;2,7 %;-;7;2,4 %;-
BVB / FREIE WÄHLER;37;12,6 %;-;7;2,4 %;-
FDP;4;1,4 %;-;3;1,0 %;-
Tierschutzpartei;-;-;-;7;2,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;27;9,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;7;2,4 %;-;3;1,0 %;-
WU;-;-;-;1;0,3 %;-
