Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;2.542;-;-;2.542;-;-
Wählende;1.237;48,7 %;+08;1.237;48,7 %;+08
Ungültige Stimmen;13;1,1 %;-01;12.0;1,0 %;+00
Gültige Stimmen;1.224;98,9 %;+01;1.225;99,0 %;-00
SPD;418;34,2 %;+89;382.0;31,2 %;+35
AfD;463;37,8 %;+182;441.0;36,0 %;+150
CDU;214;17,5 %;-52;145.0;11,8 %;-88
GRÜNE/B 90;16;1,3 %;-73;22.0;1,8 %;-71
DIE LINKE;42;3,4 %;-66;26.0;2,1 %;-72
BVB / FREIE WÄHLER;63;5,1 %;-28;19.0;1,6 %;-30
FDP;8;0,7 %;-45;4.0;0,3 %;-39
Tierschutzpartei;-;-;-;19.0;1,6 %;-07
Plus;-;-;-;4.0;0,3 %;-09
BSW;-;-;-;161.0;13,1 %;+131
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;2.0;0,2 %;+02
WU;-;-;-;0.0;0,0 %;00
