Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;351;-;-;351;-;-
Ungültige Stimmen;7;2,0 %;-;0;0,0 %;-
Gültige Stimmen;344;98,0 %;-;351;100,0 %;-
SPD;98;28,5 %;-;102;29,1 %;-
AfD;107;31,1 %;-;87;24,8 %;-
CDU;80;23,3 %;-;51;14,5 %;-
GRÜNE/B 90;3;0,9 %;-;3;0,9 %;-
DIE LINKE;32;9,3 %;-;17;4,8 %;-
BVB / FREIE WÄHLER;17;4,9 %;-;10;2,8 %;-
FDP;1;0,3 %;-;2;0,6 %;-
Tierschutzpartei;-;-;-;6;1,7 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;70;19,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
EB Hoffmann;6;1,7 %;-;-;-;-
