Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;129;-;-;129;-;-
Wählende;83;64,3 %;-;83;64,3 %;-
Ungültige Stimmen;1;1,2 %;-;0;0,0 %;-
Gültige Stimmen;82;98,8 %;-;83;100,0 %;-
SPD;22;26,8 %;-;16;19,3 %;-
AfD;28;34,1 %;-;27;32,5 %;-
CDU;18;22,0 %;-;15;18,1 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;1;1,2 %;-;1;1,2 %;-
BVB / FREIE WÄHLER;11;13,4 %;-;3;3,6 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,4 %;-
Plus;0;0,0 %;-;2;2,4 %;-
BSW;-;-;-;6;7,2 %;-
III. Weg;2;2,4 %;-;1;1,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;10;12,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
