Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;961;-;-;961;-;-
Wählende;508;52,9 %;-;508;52,9 %;-
Ungültige Stimmen;7;1,4 %;-;3;0,6 %;-
Gültige Stimmen;501;98,6 %;-;505;99,4 %;-
SPD;141;28,1 %;-;133;26,3 %;-
AfD;241;48,1 %;-;233;46,1 %;-
CDU;64;12,8 %;-;52;10,3 %;-
GRÜNE/B 90;3;0,6 %;-;3;0,6 %;-
DIE LINKE;18;3,6 %;-;4;0,8 %;-
BVB / FREIE WÄHLER;27;5,4 %;-;6;1,2 %;-
FDP;7;1,4 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;4;0,8 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;63;12,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;3;0,6 %;-
