Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;663;-;-;663;-;-
Wählende;379;57,2 %;+69;379;57,2 %;+69
Ungültige Stimmen;5;1,3 %;+02;4;1,1 %;-04
Gültige Stimmen;374;98,7 %;-02;375;98,9 %;+04
SPD;121;32,4 %;-02;103;27,5 %;-40
AfD;139;37,2 %;+142;130;34,7 %;+105
CDU;77;20,6 %;+11;52;13,9 %;-51
GRÜNE/B 90;3;0,8 %;-50;4;1,1 %;-53
DIE LINKE;15;4,0 %;-44;8;2,1 %;-54
BVB / FREIE WÄHLER;13;3,5 %;-26;6;1,6 %;-31
FDP;6;1,6 %;-28;1;0,3 %;-35
Tierschutzpartei;-;-;-;6;1,6 %;+01
Plus;-;-;-;7;1,9 %;+04
BSW;-;-;-;54;14,4 %;+144
III. Weg;-;-;-;1;0,3 %;+03
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,8 %;+08
WU;-;-;-;0;0,0 %;00
