Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;667;-;-;667;-;-
Wählende;310;46,5 %;-;310;46,5 %;-
Ungültige Stimmen;4;1,3 %;-;1;0,3 %;-
Gültige Stimmen;306;98,7 %;-;309;99,7 %;-
SPD;119;38,9 %;-;107;34,6 %;-
AfD;105;34,3 %;-;88;28,5 %;-
CDU;53;17,3 %;-;42;13,6 %;-
GRÜNE/B 90;3;1,0 %;-;2;0,6 %;-
DIE LINKE;16;5,2 %;-;10;3,2 %;-
BVB / FREIE WÄHLER;7;2,3 %;-;7;2,3 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,6 %;-
Plus;-;-;-;4;1,3 %;-
BSW;-;-;-;43;13,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;0,7 %;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
