Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;107;-;-;107;-;-
Wählende;68;63,6 %;-;68;63,6 %;-
Ungültige Stimmen;0;0,0 %;-;2;2,9 %;-
Gültige Stimmen;68;100,0 %;-;66;97,1 %;-
SPD;22;32,4 %;-;19;28,8 %;-
AfD;38;55,9 %;-;33;50,0 %;-
CDU;4;5,9 %;-;3;4,5 %;-
GRÜNE/B 90;1;1,5 %;-;1;1,5 %;-
DIE LINKE;1;1,5 %;-;1;1,5 %;-
BVB / FREIE WÄHLER;0;0,0 %;-;0;0,0 %;-
FDP;1;1,5 %;-;1;1,5 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;6;9,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;1,5 %;-;2;3,0 %;-
WU;-;-;-;0;0,0 %;-
