Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;153;-;-;153;-;-
Wählende;113;73,9 %;-;113;73,9 %;-
Ungültige Stimmen;1;0,9 %;-;1;0,9 %;-
Gültige Stimmen;112;99,1 %;-;112;99,1 %;-
SPD;27;24,1 %;-;34;30,4 %;-
AfD;48;42,9 %;-;46;41,1 %;-
CDU;15;13,4 %;-;13;11,6 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;5;4,5 %;-;2;1,8 %;-
BVB / FREIE WÄHLER;4;3,6 %;-;2;1,8 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;5;4,5 %;-;1;0,9 %;-
Plus;-;-;-;3;2,7 %;-
BSW;-;-;-;7;6,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,9 %;-
DLW;8;7,1 %;-;3;2,7 %;-
WU;-;-;-;0;0,0 %;-
