Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;638;-;-;638;-;-
Wählende;423;66,3 %;+93;423;66,3 %;+93
Ungültige Stimmen;5;1,2 %;-58;6;1,4 %;+01
Gültige Stimmen;418;98,8 %;+58;417;98,6 %;-01
SPD;111;26,6 %;-149;80;19,2 %;-39
AfD;223;53,3 %;+533;218;52,3 %;+140
CDU;55;13,2 %;-125;42;10,1 %;-115
GRÜNE/B 90;0;0,0 %;-19;0;0,0 %;-24
DIE LINKE;5;1,2 %;-38;5;1,2 %;-46
BVB / FREIE WÄHLER;20;4,8 %;-16;13;3,1 %;+08
FDP;2;0,5 %;-59;1;0,2 %;-37
Tierschutzpartei;-;-;-;4;1,0 %;-04
Plus;-;-;-;1;0,2 %;-05
BSW;-;-;-;51;12,2 %;+122
III. Weg;-;-;-;0;0,0 %;00
DKP;2;0,5 %;+05;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;1;0,2 %;+02
