Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;924;-;-;924;-;-
Ungültige Stimmen;17;1,8 %;+14;6;0,6 %;+03
Gültige Stimmen;907;98,2 %;-14;918;99,4 %;-03
SPD;189;20,8 %;-34;213;23,2 %;+11
AfD;154;17,0 %;+26;146;15,9 %;-06
CDU;183;20,2 %;+67;186;20,3 %;+53
GRÜNE/B 90;45;5,0 %;-34;43;4,7 %;-75
DIE LINKE;64;7,1 %;-92;29;3,2 %;-121
BVB / FREIE WÄHLER;254;28,0 %;+87;106;11,5 %;-06
FDP;6;0,7 %;-17;9;1,0 %;-18
Tierschutzpartei;-;-;-;27;2,9 %;+02
Plus;-;-;-;10;1,1 %;+01
BSW;-;-;-;147;16,0 %;+160
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,1 %;+01
DLW;-;-;-;1;0,1 %;+01
WU;-;-;-;0;0,0 %;00
dieBasis;4;0,4 %;+04;-;-;-
EB Link;8;0,9 %;+09;-;-;-
