Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;728;-;-;728;-;-
Wählende;453;62,2 %;+15;453;62,2 %;+15
Ungültige Stimmen;11;2,4 %;-04;4;0,9 %;-19
Gültige Stimmen;442;97,6 %;+04;449;99,1 %;+19
SPD;77;17,4 %;+107;71;15,8 %;+04
AfD;263;59,5 %;+201;243;54,1 %;+97
CDU;61;13,8 %;-290;53;11,8 %;-136
GRÜNE/B 90;3;0,7 %;-15;2;0,4 %;-12
DIE LINKE;11;2,5 %;-07;5;1,1 %;-30
BVB / FREIE WÄHLER;24;5,4 %;+23;7;1,6 %;-01
FDP;3;0,7 %;-20;3;0,7 %;-30
Tierschutzpartei;-;-;-;5;1,1 %;-15
Plus;-;-;-;1;0,2 %;-05
BSW;-;-;-;53;11,8 %;+118
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,2 %;+02
DLW;-;-;-;4;0,9 %;+09
WU;-;-;-;1;0,2 %;+02
