Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.287;-;-;1.287;-;-
Wählende;558;43,4 %;-;558;43,4 %;-
Ungültige Stimmen;56;10,0 %;-;10;1,8 %;-
Gültige Stimmen;502;90,0 %;-;548;98,2 %;-
SPD;179;35,7 %;-;134;24,5 %;-
AfD;-;-;-;212;38,7 %;-
CDU;81;16,1 %;-;41;7,5 %;-
GRÜNE/B 90;12;2,4 %;-;23;4,2 %;-
DIE LINKE;50;10,0 %;-;21;3,8 %;-
BVB / FREIE WÄHLER;67;13,3 %;-;11;2,0 %;-
FDP;16;3,2 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;22;4,0 %;-
Plus;-;-;-;3;0,5 %;-
BSW;-;-;-;77;14,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;97;19,3 %;-;-;-;-
