Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;7.304;-;-;7.304;-;-
Wählende;5.685;77,8 %;+133;5.685;77,8 %;+133
Ungültige Stimmen;68;1,2 %;-11;37.0;0,7 %;-16
Gültige Stimmen;5.617;98,8 %;+11;5.648;99,3 %;+16
SPD;1.747;31,1 %;+108;1.679;29,7 %;+39
AfD;1.717;30,6 %;+109;1.635;28,9 %;+74
CDU;1.348;24,0 %;-57;786.0;13,9 %;-77
GRÜNE/B 90;148;2,6 %;-76;221.0;3,9 %;-59
DIE LINKE;235;4,2 %;-50;144.0;2,5 %;-65
BVB / FREIE WÄHLER;358;6,4 %;+07;133.0;2,4 %;-24
FDP;64;1,1 %;-35;55.0;1,0 %;-28
Tierschutzpartei;-;-;-;103.0;1,8 %;-05
Plus;-;-;-;50.0;0,9 %;-02
BSW;-;-;-;778.0;13,8 %;+138
III. Weg;-;-;-;5.0;0,1 %;+01
DKP;-;-;-;2.0;0,0 %;+00
DLW;-;-;-;42.0;0,7 %;+07
WU;-;-;-;15.0;0,3 %;+03
