Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;644;-;-;644;-;-
Ungültige Stimmen;6;0,9 %;-;5;0,8 %;-
Gültige Stimmen;638;99,1 %;-;639;99,2 %;-
SPD;344;53,9 %;-;248;38,8 %;-
AfD;165;25,9 %;-;157;24,6 %;-
CDU;66;10,3 %;-;73;11,4 %;-
GRÜNE/B 90;0;0,0 %;-;6;0,9 %;-
DIE LINKE;21;3,3 %;-;18;2,8 %;-
BVB / FREIE WÄHLER;26;4,1 %;-;14;2,2 %;-
FDP;8;1,3 %;-;11;1,7 %;-
Tierschutzpartei;-;-;-;10;1,6 %;-
Plus;-;-;-;3;0,5 %;-
BSW;-;-;-;94;14,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;2;0,3 %;-
Die PARTEI;8;1,3 %;-;-;-;-
