Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;570;-;-;570;-;-
Ungültige Stimmen;3;0,5 %;-;0;0,0 %;-
Gültige Stimmen;567;99,5 %;-;570;100,0 %;-
SPD;228;40,2 %;-;212;37,2 %;-
AfD;89;15,7 %;-;80;14,0 %;-
CDU;106;18,7 %;-;79;13,9 %;-
GRÜNE/B 90;33;5,8 %;-;36;6,3 %;-
DIE LINKE;59;10,4 %;-;36;6,3 %;-
BVB / FREIE WÄHLER;29;5,1 %;-;9;1,6 %;-
FDP;7;1,2 %;-;4;0,7 %;-
Tierschutzpartei;-;-;-;13;2,3 %;-
Plus;16;2,8 %;-;6;1,1 %;-
BSW;-;-;-;90;15,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,7 %;-
WU;-;-;-;1;0,2 %;-
