Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;908;-;-;908;-;-
Ungültige Stimmen;7;0,8 %;-;3;0,3 %;-
Gültige Stimmen;901;99,2 %;-;905;99,7 %;-
SPD;224;24,9 %;-;248;27,4 %;-
AfD;160;17,8 %;-;142;15,7 %;-
CDU;168;18,6 %;-;140;15,5 %;-
GRÜNE/B 90;45;5,0 %;-;48;5,3 %;-
DIE LINKE;69;7,7 %;-;38;4,2 %;-
BVB / FREIE WÄHLER;221;24,5 %;-;78;8,6 %;-
FDP;4;0,4 %;-;11;1,2 %;-
Tierschutzpartei;-;-;-;22;2,4 %;-
Plus;-;-;-;10;1,1 %;-
BSW;-;-;-;165;18,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,2 %;-
WU;-;-;-;1;0,1 %;-
dieBasis;6;0,7 %;-;-;-;-
EB Link;4;0,4 %;-;-;-;-
