Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;663;-;-;663;-;-
Wählende;381;57,5 %;-;381;57,5 %;-
Ungültige Stimmen;5;1,3 %;-;4;1,0 %;-
Gültige Stimmen;376;98,7 %;-;377;99,0 %;-
SPD;147;39,1 %;-;132;35,0 %;-
AfD;134;35,6 %;-;117;31,0 %;-
CDU;54;14,4 %;-;45;11,9 %;-
GRÜNE/B 90;1;0,3 %;-;4;1,1 %;-
DIE LINKE;14;3,7 %;-;6;1,6 %;-
BVB / FREIE WÄHLER;19;5,1 %;-;8;2,1 %;-
FDP;4;1,1 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;12;3,2 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;47;12,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;0,8 %;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
