Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;550;-;-;550;-;-
Ungültige Stimmen;7;1,3 %;-;3;0,5 %;-
Gültige Stimmen;543;98,7 %;-;547;99,5 %;-
SPD;161;29,7 %;-;171;31,3 %;-
AfD;139;25,6 %;-;116;21,2 %;-
CDU;113;20,8 %;-;62;11,3 %;-
GRÜNE/B 90;11;2,0 %;-;10;1,8 %;-
DIE LINKE;48;8,8 %;-;28;5,1 %;-
BVB / FREIE WÄHLER;65;12,0 %;-;17;3,1 %;-
FDP;6;1,1 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;7;1,3 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;130;23,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;0,4 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
