Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;455;-;-;455;-;-
Wählende;212;46,6 %;-;212;46,6 %;-
Ungültige Stimmen;3;1,4 %;-;3;1,4 %;-
Gültige Stimmen;209;98,6 %;-;209;98,6 %;-
SPD;77;36,8 %;-;71;34,0 %;-
AfD;64;30,6 %;-;56;26,8 %;-
CDU;36;17,2 %;-;25;12,0 %;-
GRÜNE/B 90;4;1,9 %;-;7;3,3 %;-
DIE LINKE;7;3,3 %;-;3;1,4 %;-
BVB / FREIE WÄHLER;20;9,6 %;-;5;2,4 %;-
FDP;1;0,5 %;-;2;1,0 %;-
Tierschutzpartei;-;-;-;9;4,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;27;12,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,4 %;-
WU;-;-;-;1;0,5 %;-
