Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;296;-;-;296;-;-
Wählende;164;55,4 %;-;164;55,4 %;-
Ungültige Stimmen;1;0,6 %;-;1;0,6 %;-
Gültige Stimmen;163;99,4 %;-;163;99,4 %;-
SPD;47;28,8 %;-;35;21,5 %;-
AfD;67;41,1 %;-;67;41,1 %;-
CDU;22;13,5 %;-;24;14,7 %;-
GRÜNE/B 90;2;1,2 %;-;3;1,8 %;-
DIE LINKE;17;10,4 %;-;11;6,7 %;-
BVB / FREIE WÄHLER;7;4,3 %;-;3;1,8 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;11,0 %;-
III. Weg;1;0,6 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
