Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;779;-;-;779;-;-
Wählende;358;46,0 %;-17;358;46,0 %;-17
Ungültige Stimmen;4;1,1 %;-03;3;0,8 %;-04
Gültige Stimmen;354;98,9 %;+03;355;99,2 %;+04
SPD;114;32,2 %;-14;96;27,0 %;-08
AfD;115;32,5 %;+142;106;29,9 %;+111
CDU;86;24,3 %;+27;67;18,9 %;-10
GRÜNE/B 90;7;2,0 %;-100;18;5,1 %;-94
DIE LINKE;11;3,1 %;-11;10;2,8 %;-15
BVB / FREIE WÄHLER;12;3,4 %;-16;5;1,4 %;-19
FDP;9;2,5 %;-28;2;0,6 %;-54
Tierschutzpartei;-;-;-;11;3,1 %;+01
Plus;-;-;-;5;1,4 %;-07
BSW;-;-;-;30;8,5 %;+85
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,3 %;+03
WU;-;-;-;4;1,1 %;+11
