Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;147;-;-;147;-;-
Wählende;101;68,7 %;-;101;68,7 %;-
Ungültige Stimmen;3;3,0 %;-;3;3,0 %;-
Gültige Stimmen;98;97,0 %;-;98;97,0 %;-
SPD;44;44,9 %;-;34;34,7 %;-
AfD;-;-;-;25;25,5 %;-
CDU;15;15,3 %;-;8;8,2 %;-
GRÜNE/B 90;2;2,0 %;-;5;5,1 %;-
DIE LINKE;8;8,2 %;-;7;7,1 %;-
BVB / FREIE WÄHLER;8;8,2 %;-;2;2,0 %;-
FDP;2;2,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;4,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;12;12,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,0 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;19;19,4 %;-;-;-;-
