Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;813;-;-;813;-;-
Ungültige Stimmen;8;1,0 %;-04;3;0,4 %;-13
Gültige Stimmen;805;99,0 %;+04;810;99,6 %;+13
SPD;258;32,0 %;+98;211;26,0 %;+04
AfD;225;28,0 %;+84;185;22,8 %;+26
CDU;189;23,5 %;+51;142;17,5 %;+04
GRÜNE/B 90;25;3,1 %;-84;27;3,3 %;-64
DIE LINKE;42;5,2 %;-76;18;2,2 %;-87
BVB / FREIE WÄHLER;59;7,3 %;-26;23;2,8 %;-48
FDP;7;0,9 %;-47;7;0,9 %;-33
Tierschutzpartei;-;-;-;17;2,1 %;-16
Plus;-;-;-;9;1,1 %;+05
BSW;-;-;-;168;20,7 %;+207
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,4 %;+04
WU;-;-;-;0;0,0 %;00
