Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.237;-;-;1.237;-;-
Wählende;527;42,6 %;-;527.0;42,6 %;-
Ungültige Stimmen;2;0,4 %;-;2.0;0,4 %;-
Gültige Stimmen;525;99,6 %;-;525.0;99,6 %;-
SPD;192;36,6 %;-;204.0;38,9 %;-
AfD;90;17,1 %;-;93.0;17,7 %;-
CDU;104;19,8 %;-;107.0;20,4 %;-
GRÜNE/B 90;93;17,7 %;-;63.0;12,0 %;-
DIE LINKE;9;1,7 %;-;18.0;3,4 %;-
BVB / FREIE WÄHLER;17;3,2 %;-;8.0;1,5 %;-
FDP;16;3,0 %;-;9.0;1,7 %;-
Tierschutzpartei;4;0,8 %;-;3.0;0,6 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;17.0;3,2 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
