Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;866;-;-;866;-;-
Wählende;465;53,7 %;-;465;53,7 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;465;100,0 %;-;465;100,0 %;-
SPD;194;41,7 %;-;161;34,6 %;-
AfD;167;35,9 %;-;154;33,1 %;-
CDU;51;11,0 %;-;50;10,8 %;-
GRÜNE/B 90;6;1,3 %;-;26;5,6 %;-
DIE LINKE;20;4,3 %;-;9;1,9 %;-
BVB / FREIE WÄHLER;21;4,5 %;-;5;1,1 %;-
FDP;4;0,9 %;-;6;1,3 %;-
Tierschutzpartei;-;-;-;4;0,9 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;46;9,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;0,4 %;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
