Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;147;-;-;147;-;-
Wählende;105;71,4 %;-;105;71,4 %;-
Ungültige Stimmen;4;3,8 %;-;0;0,0 %;-
Gültige Stimmen;101;96,2 %;-;105;100,0 %;-
SPD;10;9,9 %;-;9;8,6 %;-
AfD;71;70,3 %;-;63;60,0 %;-
CDU;11;10,9 %;-;11;10,5 %;-
GRÜNE/B 90;2;2,0 %;-;0;0,0 %;-
DIE LINKE;1;1,0 %;-;1;1,0 %;-
BVB / FREIE WÄHLER;5;5,0 %;-;2;1,9 %;-
FDP;1;1,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,9 %;-
Plus;-;-;-;1;1,0 %;-
BSW;-;-;-;15;14,3 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,0 %;-
WU;-;-;-;0;0,0 %;-
