Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;218;-;-;218;-;-
Wählende;151;69,3 %;-;151;69,3 %;-
Ungültige Stimmen;3;2,0 %;-;3;2,0 %;-
Gültige Stimmen;148;98,0 %;-;148;98,0 %;-
SPD;36;24,3 %;-;29;19,6 %;-
AfD;64;43,2 %;-;60;40,5 %;-
CDU;35;23,6 %;-;26;17,6 %;-
GRÜNE/B 90;0;0,0 %;-;3;2,0 %;-
DIE LINKE;2;1,4 %;-;3;2,0 %;-
BVB / FREIE WÄHLER;6;4,1 %;-;1;0,7 %;-
FDP;3;2,0 %;-;2;1,4 %;-
Tierschutzpartei;-;-;-;3;2,0 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;19;12,8 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,4 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;2;1,4 %;-;-;-;-
