Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;538;-;-;538;-;-
Wählende;270;50,2 %;-;270;50,2 %;-
Ungültige Stimmen;3;1,1 %;-;1;0,4 %;-
Gültige Stimmen;267;98,9 %;-;269;99,6 %;-
SPD;71;26,6 %;-;72;26,8 %;-
AfD;111;41,6 %;-;99;36,8 %;-
CDU;44;16,5 %;-;37;13,8 %;-
GRÜNE/B 90;7;2,6 %;-;5;1,9 %;-
DIE LINKE;4;1,5 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;25;9,4 %;-;12;4,5 %;-
FDP;5;1,9 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;6;2,2 %;-
Plus;-;-;-;3;1,1 %;-
BSW;-;-;-;30;11,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;1,1 %;-
