Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;573;-;-;573;-;-
Wählende;311;54,3 %;+36;311;54,3 %;+36
Ungültige Stimmen;3;1,0 %;-03;2;0,6 %;-06
Gültige Stimmen;308;99,0 %;+03;309;99,4 %;+06
SPD;154;50,0 %;+169;110;35,6 %;+68
AfD;55;17,9 %;-17;52;16,8 %;-38
CDU;36;11,7 %;-47;33;10,7 %;-56
GRÜNE/B 90;27;8,8 %;-01;59;19,1 %;+87
DIE LINKE;8;2,6 %;-60;4;1,3 %;-73
BVB / FREIE WÄHLER;20;6,5 %;-43;8;2,6 %;-45
FDP;8;2,6 %;-01;9;2,9 %;-14
Tierschutzpartei;-;-;-;10;3,2 %;+09
Plus;-;-;-;9;2,9 %;+16
BSW;-;-;-;12;3,9 %;+39
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,6 %;+06
WU;-;-;-;1;0,3 %;+03
