Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;390;-;-;390;-;-
Wählende;260;66,7 %;-;260;66,7 %;-
Ungültige Stimmen;2;0,8 %;-;2;0,8 %;-
Gültige Stimmen;258;99,2 %;-;258;99,2 %;-
SPD;58;22,5 %;-;51;19,8 %;-
AfD;143;55,4 %;-;137;53,1 %;-
CDU;32;12,4 %;-;23;8,9 %;-
GRÜNE/B 90;4;1,6 %;-;3;1,2 %;-
DIE LINKE;4;1,6 %;-;3;1,2 %;-
BVB / FREIE WÄHLER;15;5,8 %;-;10;3,9 %;-
FDP;1;0,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,6 %;-
Plus;-;-;-;2;0,8 %;-
BSW;-;-;-;25;9,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,4 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
