Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;180;-;-;180;-;-
Wählende;95;52,8 %;-;95;52,8 %;-
Ungültige Stimmen;2;2,1 %;-;1;1,1 %;-
Gültige Stimmen;93;97,9 %;-;94;98,9 %;-
SPD;41;44,1 %;-;25;26,6 %;-
AfD;28;30,1 %;-;22;23,4 %;-
CDU;11;11,8 %;-;14;14,9 %;-
GRÜNE/B 90;2;2,2 %;-;10;10,6 %;-
DIE LINKE;4;4,3 %;-;1;1,1 %;-
BVB / FREIE WÄHLER;6;6,5 %;-;2;2,1 %;-
FDP;1;1,1 %;-;1;1,1 %;-
Tierschutzpartei;0;0,0 %;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;19,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,1 %;-
WU;-;-;-;0;0,0 %;-
