Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;811;-;-;811;-;-
Wählende;346;42,7 %;-;346;42,7 %;-
Ungültige Stimmen;3;0,9 %;-;4;1,2 %;-
Gültige Stimmen;343;99,1 %;-;342;98,8 %;-
SPD;107;31,2 %;-;93;27,2 %;-
AfD;150;43,7 %;-;138;40,4 %;-
CDU;56;16,3 %;-;36;10,5 %;-
GRÜNE/B 90;5;1,5 %;-;4;1,2 %;-
DIE LINKE;-;-;-;5;1,5 %;-
BVB / FREIE WÄHLER;22;6,4 %;-;5;1,5 %;-
FDP;3;0,9 %;-;2;0,6 %;-
Tierschutzpartei;-;-;-;5;1,5 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;50;14,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
