Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;89;-;-;89;-;-
Wählende;61;68,5 %;-;61;68,5 %;-
Ungültige Stimmen;2;3,3 %;-;2;3,3 %;-
Gültige Stimmen;59;96,7 %;-;59;96,7 %;-
SPD;14;23,7 %;-;16;27,1 %;-
AfD;23;39,0 %;-;22;37,3 %;-
CDU;10;16,9 %;-;5;8,5 %;-
GRÜNE/B 90;1;1,7 %;-;1;1,7 %;-
DIE LINKE;4;6,8 %;-;2;3,4 %;-
BVB / FREIE WÄHLER;2;3,4 %;-;1;1,7 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;1;1,7 %;-;2;3,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;6;10,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;6,8 %;-;4;6,8 %;-
WU;-;-;-;0;0,0 %;-
