Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;890;-;-;890;-;-
Wählende;465;52,2 %;-;465;52,2 %;-
Ungültige Stimmen;2;0,4 %;-;2;0,4 %;-
Gültige Stimmen;463;99,6 %;-;463;99,6 %;-
SPD;186;40,2 %;-;158;34,1 %;-
AfD;152;32,8 %;-;137;29,6 %;-
CDU;81;17,5 %;-;70;15,1 %;-
GRÜNE/B 90;9;1,9 %;-;21;4,5 %;-
DIE LINKE;6;1,3 %;-;6;1,3 %;-
BVB / FREIE WÄHLER;17;3,7 %;-;7;1,5 %;-
FDP;7;1,5 %;-;6;1,3 %;-
Tierschutzpartei;-;-;-;11;2,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;46;9,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;5;1,1 %;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
