Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;489;-;-;489;-;-
Ungültige Stimmen;6;1,2 %;-;1;0,2 %;-
Gültige Stimmen;483;98,8 %;-;488;99,8 %;-
SPD;176;36,4 %;-;170;34,8 %;-
AfD;91;18,8 %;-;75;15,4 %;-
CDU;64;13,3 %;-;37;7,6 %;-
GRÜNE/B 90;24;5,0 %;-;32;6,6 %;-
DIE LINKE;78;16,1 %;-;44;9,0 %;-
BVB / FREIE WÄHLER;32;6,6 %;-;7;1,4 %;-
FDP;6;1,2 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;16;3,3 %;-
Plus;12;2,5 %;-;10;2,0 %;-
BSW;-;-;-;91;18,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
