Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;673;-;-;673;-;-
Ungültige Stimmen;5;0,7 %;-;3;0,4 %;-
Gültige Stimmen;668;99,3 %;-;670;99,6 %;-
SPD;193;28,9 %;-;188;28,1 %;-
AfD;117;17,5 %;-;111;16,6 %;-
CDU;89;13,3 %;-;95;14,2 %;-
GRÜNE/B 90;30;4,5 %;-;31;4,6 %;-
DIE LINKE;52;7,8 %;-;41;6,1 %;-
BVB / FREIE WÄHLER;118;17,7 %;-;38;5,7 %;-
FDP;25;3,7 %;-;10;1,5 %;-
Tierschutzpartei;-;-;-;25;3,7 %;-
Plus;-;-;-;7;1,0 %;-
BSW;-;-;-;115;17,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;44;6,6 %;-;8;1,2 %;-
WU;-;-;-;1;0,1 %;-
