Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.124;-;-;1.124;-;-
Ungültige Stimmen;13;1,2 %;-;5.0;0,4 %;-
Gültige Stimmen;1.111;98,8 %;-;1.119;99,6 %;-
SPD;424;38,2 %;-;368.0;32,9 %;-
AfD;203;18,3 %;-;182.0;16,3 %;-
CDU;201;18,1 %;-;175.0;15,6 %;-
GRÜNE/B 90;51;4,6 %;-;36.0;3,2 %;-
DIE LINKE;76;6,8 %;-;36.0;3,2 %;-
BVB / FREIE WÄHLER;108;9,7 %;-;45.0;4,0 %;-
FDP;48;4,3 %;-;22.0;2,0 %;-
Tierschutzpartei;-;-;-;32.0;2,9 %;-
Plus;-;-;-;18.0;1,6 %;-
BSW;-;-;-;199.0;17,8 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,3 %;-
WU;-;-;-;3.0;0,3 %;-
