Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;618;-;-;618;-;-
Ungültige Stimmen;5;0,8 %;-;2;0,3 %;-
Gültige Stimmen;613;99,2 %;-;616;99,7 %;-
SPD;149;24,3 %;-;167;27,1 %;-
AfD;101;16,5 %;-;92;14,9 %;-
CDU;96;15,7 %;-;71;11,5 %;-
GRÜNE/B 90;42;6,9 %;-;38;6,2 %;-
DIE LINKE;73;11,9 %;-;32;5,2 %;-
BVB / FREIE WÄHLER;145;23,7 %;-;64;10,4 %;-
FDP;1;0,2 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;8;1,3 %;-
Plus;-;-;-;16;2,6 %;-
BSW;-;-;-;119;19,3 %;-
III. Weg;-;-;-;2;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;5;0,8 %;-;-;-;-
EB Link;1;0,2 %;-;-;-;-
