Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.934;-;-;3.934;-;-
Wählende;2.983;75,8 %;+129;2.983;75,8 %;+129
Ungültige Stimmen;40;1,3 %;-02;21.0;0,7 %;-06
Gültige Stimmen;2.943;98,7 %;+02;2.962;99,3 %;+06
SPD;950;32,3 %;+81;852.0;28,8 %;+44
AfD;1.193;40,5 %;+95;1.073;36,2 %;+52
CDU;432;14,7 %;-07;344.0;11,6 %;-36
GRÜNE/B 90;53;1,8 %;-74;93.0;3,1 %;-47
DIE LINKE;126;4,3 %;-71;84.0;2,8 %;-83
BVB / FREIE WÄHLER;124;4,2 %;-12;44.0;1,5 %;-23
FDP;23;0,8 %;-26;20.0;0,7 %;-28
Tierschutzpartei;-;-;-;45.0;1,5 %;-05
Plus;-;-;-;15.0;0,5 %;-05
BSW;-;-;-;371.0;12,5 %;+125
III. Weg;-;-;-;3.0;0,1 %;+01
DKP;-;-;-;0.0;0,0 %;00
DLW;42;1,4 %;+14;13.0;0,4 %;+04
WU;-;-;-;5.0;0,2 %;+02
