Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;630;-;-;630;-;-
Ungültige Stimmen;4;0,6 %;-;3;0,5 %;-
Gültige Stimmen;626;99,4 %;-;627;99,5 %;-
SPD;221;35,3 %;-;216;34,4 %;-
AfD;91;14,5 %;-;86;13,7 %;-
CDU;162;25,9 %;-;130;20,7 %;-
GRÜNE/B 90;73;11,7 %;-;83;13,2 %;-
DIE LINKE;25;4,0 %;-;10;1,6 %;-
BVB / FREIE WÄHLER;39;6,2 %;-;7;1,1 %;-
FDP;15;2,4 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;20;3,2 %;-
Plus;-;-;-;7;1,1 %;-
BSW;-;-;-;60;9,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;1;0,2 %;-
