Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;7.423;-;-;7.423;-;-
Wählende;5.725;77,1 %;+96;5.725;77,1 %;+96
Ungültige Stimmen;100;1,7 %;-03;44.0;0,8 %;-10
Gültige Stimmen;5.625;98,3 %;+03;5.681;99,2 %;+10
SPD;1.846;32,8 %;+63;1.608;28,3 %;+26
AfD;1.820;32,4 %;+103;1.628;28,7 %;+60
CDU;716;12,7 %;-03;626.0;11,0 %;-20
GRÜNE/B 90;169;3,0 %;-74;218.0;3,8 %;-60
DIE LINKE;343;6,1 %;-94;186.0;3,3 %;-92
BVB / FREIE WÄHLER;443;7,9 %;-10;128.0;2,3 %;-39
FDP;128;2,3 %;-13;38.0;0,7 %;-35
Tierschutzpartei;-;-;-;148.0;2,6 %;-04
Plus;-;-;-;75.0;1,3 %;-13
BSW;-;-;-;925.0;16,3 %;+163
III. Weg;-;-;-;7.0;0,1 %;+01
DKP;-;-;-;4.0;0,1 %;+01
DLW;160;2,8 %;+28;73.0;1,3 %;+13
WU;-;-;-;17.0;0,3 %;+03
