Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;312;-;-;312;-;-
Wählende;158;50,6 %;-;158;50,6 %;-
Ungültige Stimmen;2;1,3 %;-;2;1,3 %;-
Gültige Stimmen;156;98,7 %;-;156;98,7 %;-
SPD;24;15,4 %;-;25;16,0 %;-
AfD;73;46,8 %;-;67;42,9 %;-
CDU;30;19,2 %;-;21;13,5 %;-
GRÜNE/B 90;0;0,0 %;-;2;1,3 %;-
DIE LINKE;5;3,2 %;-;3;1,9 %;-
BVB / FREIE WÄHLER;22;14,1 %;-;16;10,3 %;-
FDP;1;0,6 %;-;1;0,6 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;19;12,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,6 %;-;1;0,6 %;-
WU;-;-;-;0;0,0 %;-
