Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;7.538;-;-;7.538;-;-
Wählende;5.839;77,5 %;+91;5.839;77,5 %;+91
Ungültige Stimmen;74;1,3 %;+01;30;0,5 %;-06
Gültige Stimmen;5.765;98,7 %;-01;5.809;99,5 %;+06
SPD;2.147;37,2 %;+96;1.966;33,8 %;+90
AfD;1.626;28,2 %;+58;1.491;25,7 %;+32
CDU;961;16,7 %;+19;741;12,8 %;-06
GRÜNE/B 90;185;3,2 %;-81;235;4,0 %;-91
DIE LINKE;331;5,7 %;-63;175;3,0 %;-77
BVB / FREIE WÄHLER;359;6,2 %;-17;126;2,2 %;-44
FDP;66;1,1 %;-25;46;0,8 %;-32
Tierschutzpartei;-;-;-;173;3,0 %;-01
Plus;-;-;-;56;1,0 %;-06
BSW;-;-;-;746;12,8 %;+128
III. Weg;-;-;-;6;0,1 %;+01
DKP;27;0,5 %;+02;2;0,0 %;+00
DLW;-;-;-;23;0,4 %;+04
WU;-;-;-;23;0,4 %;+04
EB Schamberger;63;1,1 %;+11;-;-;-
