Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.193;-;-;1.193;-;-
Ungültige Stimmen;13;1,1 %;-;10.0;0,8 %;-
Gültige Stimmen;1.180;98,9 %;-;1.183;99,2 %;-
SPD;309;26,2 %;-;305.0;25,8 %;-
AfD;199;16,9 %;-;173.0;14,6 %;-
CDU;233;19,7 %;-;200.0;16,9 %;-
GRÜNE/B 90;66;5,6 %;-;68.0;5,7 %;-
DIE LINKE;67;5,7 %;-;49.0;4,1 %;-
BVB / FREIE WÄHLER;255;21,6 %;-;81.0;6,8 %;-
FDP;19;1,6 %;-;19.0;1,6 %;-
Tierschutzpartei;-;-;-;21.0;1,8 %;-
Plus;32;2,7 %;-;24.0;2,0 %;-
BSW;-;-;-;238.0;20,1 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,2 %;-
WU;-;-;-;3.0;0,3 %;-
